CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,Return,Volatility,BI,Carbon_Score,Energy_Score,ERI
179,Company_179,Finance,Europe,2017,2212.0,14.4,5132.6,10.5,86.8,83.9,95.8,80.5,27093.9,13547.0,67734.9,15.912,1.05,7.43801652892562,99.98374876324814,99.99593743537343,68.267342198402
179,Company_179,Finance,Europe,2018,2189.2,14.0,5981.6,-1.0,84.9,83.2,93.0,78.5,27055.4,13527.7,67638.6,13.86,0.1,73.55371900826447,99.98378433890387,99.99594633332133,87.53206183692438
179,Company_179,Finance,Europe,2019,2171.7,15.1,4049.4,-0.8,85.1,85.7,90.3,79.4,26069.3,13034.7,65173.4,14.979199999999999,0.08,47.107438016528924,99.98469553771214,99.99617411339588,79.65840533518028
179,Company_179,Finance,Europe,2020,2111.4,15.2,5192.0,-2.8,86.0,89.0,90.6,78.3,24366.3,12183.1,60915.7,14.774399999999998,0.27999999999999997,100.0,99.98626918295146,99.99656751726711,95.79656734004371
179,Company_179,Finance,Europe,2021,2227.2,13.5,3425.6,5.5,86.3,89.2,90.7,79.0,25650.4,12825.2,64126.0,14.2425,0.55,91.73553719008264,99.98508261932739,99.99627089128411,93.4069318591471
179,Company_179,Finance,Europe,2022,2069.9,12.1,3974.6,-7.1,88.5,90.4,97.3,77.6,23470.5,11735.3,58676.3,11.2409,0.71,86.77685950413223,99.9870969406763,99.99677443382518,92.57983212613996
179,Company_179,Finance,Europe,2023,2102.5,14.1,2998.8,1.6,90.5,92.8,98.0,80.7,23157.8,11578.9,57894.4,14.3256,0.16,66.11570247933884,99.98738588892428,99.99684667998787,86.98155725758407
179,Company_179,Finance,Europe,2024,2201.5,14.4,4989.0,4.7,91.1,97.0,100.0,76.3,22939.0,11469.5,57347.6,15.076799999999999,0.47000000000000003,3.3057851239669422,99.98758806953401,99.9968972033307,68.31863259176303
179,Company_179,Finance,Europe,2025,2534.0,14.5,4746.9,15.1,91.9,98.3,100.0,77.4,25953.7,12976.8,64884.2,16.6895,1.51,,99.98480235708365,99.99620083495905,
183,Company_183,Retail,Europe,2015,999.1,11.7,2270.7,,53.1,55.7,67.3,36.4,80960.3,40480.2,161920.6,,,1.6528925619834711,99.93397389306654,99.98723484500887,56.41010951621013
183,Company_183,Retail,Europe,2016,991.1,12.2,1610.5,-0.8,54.5,55.6,69.2,38.8,80327.6,40163.8,160655.1,12.1024,0.08,4.132231404958677,99.93455853507648,99.98735177494734,57.57405148349237
183,Company_183,Retail,Europe,2017,933.3,10.3,1782.0,-5.8,55.6,56.0,71.7,39.0,75431.6,37715.8,150863.2,9.7026,0.58,7.43801652892562,99.93908264963414,99.98825652900864,58.89687279440625
183,Company_183,Retail,Europe,2018,918.8,10.0,1318.3,-1.6,56.7,57.2,73.7,39.3,73473.5,36736.8,146947.0,9.84,0.16,73.55371900826447,99.94089201824431,99.98861837889015,79.06201778190623
183,Company_183,Retail,Europe,2019,913.5,8.8,1174.1,-0.6,57.2,58.4,75.4,37.9,72295.2,36147.6,144590.5,8.747200000000001,0.06,47.107438016528924,99.94198081811835,99.98883611527894,71.27839479163814
183,Company_183,Retail,Europe,2020,837.6,7.5,844.8,-8.3,58.7,62.2,76.5,37.4,64058.2,32029.1,128116.3,6.8775,0.8300000000000001,100.0,99.94959216035926,99.99035830191858,87.59799009245557
183,Company_183,Retail,Europe,2021,828.2,7.4,1498.5,-1.1,59.1,61.1,77.7,38.4,63950.4,31975.2,127900.9,7.3186,0.11000000000000001,91.73553719008264,99.94969177219531,99.99037820449365,85.23867515236259
183,Company_183,Retail,Europe,2022,775.3,9.2,1302.1,-6.4,59.6,60.8,79.2,38.7,60021.4,30010.7,120042.7,8.611199999999998,0.64,86.77685950413223,99.95332233716611,99.99110428813057,83.901943176299
183,Company_183,Retail,Europe,2023,711.7,6.8,964.9,-8.2,60.7,62.8,82.1,37.4,54121.3,27060.7,108242.6,6.2424,0.82,66.11570247933884,99.95877428330617,99.99219459628308,78.0349045197195
183,Company_183,Retail,Europe,2024,807.3,4.7,761.7,13.4,61.5,63.6,82.2,38.7,60936.5,30468.3,121873.0,5.3298,1.34,3.3057851239669422,99.95247674541127,99.99093517168143,59.43041792060862
183,Company_183,Retail,Europe,2025,791.8,3.4,406.4,-1.9,61.6,63.1,82.6,39.0,60061.3,30030.6,120122.5,3.3354,0.19,,99.95328546785018,99.99109691475317,
184,Company_184,Utilities,Europe,2015,859.4,9.3,797.6,,63.0,27.3,70.1,91.6,693452.3,433407.7,6934522.7,,,1.6528925619834711,99.3680049441993,99.36145851401102,59.14176046023711
184,Company_184,Utilities,Europe,2016,826.2,10.5,693.2,-3.9,63.7,28.0,72.7,90.5,663505.1,414690.7,6635051.0,10.0905,0.39,4.132231404958677,99.39567744491035,99.3891291639173,60.106630743253135
184,Company_184,Utilities,Europe,2017,791.0,9.4,1032.0,-4.3,63.3,27.8,73.6,88.6,636193.6,397621.0,6361936.4,8.9958,0.43,7.43801652892562,99.42091444547034,99.4143644648853,60.98846074074882
184,Company_184,Utilities,Europe,2018,849.6,9.7,890.0,7.4,64.1,29.5,74.8,88.0,675067.0,421916.9,6750669.9,10.4178,0.74,73.55371900826447,99.3849937520786,99.37844618417515,81.0488036897301
184,Company_184,Utilities,Europe,2019,880.2,10.2,1072.7,3.6,63.4,29.3,72.0,88.8,700375.5,437734.7,7003754.6,10.5672,0.36,47.107438016528924,99.36160760965974,99.35506161017254,72.89556524892514
184,Company_184,Utilities,Europe,2020,871.0,9.5,896.1,-1.1,64.0,28.6,74.2,89.1,696665.6,435416.0,6966656.2,9.3955,0.11000000000000001,100.0,99.36503571680792,99.35848943603548,88.94470503056868
184,Company_184,Utilities,Europe,2021,1000.5,9.1,1014.8,14.9,64.3,30.4,74.1,88.3,789989.4,493743.4,7899894.3,10.4559,1.49,91.73553719008264,99.27880051211905,99.27225990334739,86.52087324011808
184,Company_184,Utilities,Europe,2022,1137.5,9.2,979.1,13.7,64.3,32.6,72.1,88.1,884393.5,552745.9,8843934.7,10.4604,1.3699999999999999,86.77685950413223,99.19156706377072,99.18503225744365,84.99837771548255
184,Company_184,Utilities,Europe,2023,972.5,9.2,1120.1,-14.5,66.9,36.1,74.8,89.7,736948.5,460592.8,7369485.4,7.866,1.45,66.11570247933884,99.32781258479913,99.32126873783518,79.63452700832852
184,Company_184,Utilities,Europe,2024,951.0,9.4,933.1,-2.2,67.3,39.4,75.9,86.6,703195.4,439497.1,7031954.2,9.193200000000001,0.22000000000000003,3.3057851239669422,99.35900190078696,99.35245601752689,60.924027120852855
184,Company_184,Utilities,Europe,2025,1046.7,9.1,884.2,10.1,68.3,39.1,75.6,90.2,775885.7,484928.6,7758857.2,10.0191,1.01,,99.29183293746361,99.28529147934572,
201,Company_201,Utilities,Europe,2015,1432.7,8.0,959.4,,59.7,6.9,78.8,93.6,1320370.7,825231.7,13203707.3,,,1.6528925619834711,98.78870538130943,98.78219706037619,57.92004825693216
201,Company_201,Utilities,Europe,2016,1602.6,9.9,2209.6,11.9,60.9,5.8,82.0,95.0,1486290.8,928931.8,14862908.4,11.078100000000001,1.19,4.132231404958677,98.63538807333977,98.62888984382708,58.96252500492098
201,Company_201,Utilities,Europe,2017,1702.6,12.3,2124.6,6.2,61.9,5.2,83.9,96.7,1584611.9,990382.5,15846119.3,13.062600000000002,0.62,7.43801652892562,98.54453514853671,98.53804291372336,60.217920571129696
201,Company_201,Utilities,Europe,2018,1825.7,12.1,2062.5,7.2,63.4,8.9,84.9,96.4,1662053.4,1038783.4,16620533.7,12.9712,0.72,73.55371900826447,98.47297587208298,98.46648840708788,80.47400855831351
201,Company_201,Utilities,Europe,2019,1922.5,13.3,2302.6,5.3,64.9,13.8,82.6,98.3,1696780.9,1060488.1,16967808.8,14.0049,0.53,47.107438016528924,98.44088616859005,98.43440080844911,72.97728880036652
201,Company_201,Utilities,Europe,2020,2097.4,15.9,4740.5,9.1,67.0,16.3,85.7,98.9,1822365.2,1138978.2,18223651.7,17.3469,0.9099999999999999,100.0,98.32484087450422,98.31836316875494,89.42864080865183
201,Company_201,Utilities,Europe,2021,1895.1,13.3,2469.4,-9.6,68.7,18.2,88.5,99.4,1626536.2,1016585.1,16265362.3,12.023200000000001,0.96,91.73553719008264,98.5057952923378,98.49930560973549,87.53168133743944
201,Company_201,Utilities,Europe,2022,1849.7,13.0,2138.5,-2.4,68.7,18.4,88.4,99.4,1584857.2,990535.7,15848571.8,12.687999999999999,0.24,86.77685950413223,98.54430848078734,98.53781630710611,86.05948280881836
201,Company_201,Utilities,Europe,2023,2026.6,12.8,3310.7,9.6,71.0,22.4,90.6,100.0,1691020.5,1056887.8,16910205.4,14.028800000000002,0.96,66.11570247933884,98.44620902592216,98.43972325966841,80.51189720091978
201,Company_201,Utilities,Europe,2024,2131.4,10.2,3071.8,5.2,72.3,24.0,92.9,100.0,1759813.5,1099883.4,17598134.9,10.7304,0.52,3.3057851239669422,98.38264133540633,98.37615980323928,62.0334957649192
201,Company_201,Utilities,Europe,2025,2181.4,9.5,3021.2,2.3,74.7,28.9,95.1,100.0,1741097.5,1088185.9,17410974.7,9.718499999999999,0.22999999999999998,,98.39993572430772,98.39345307125289,
213,Company_213,Technology,Europe,2015,54045.5,22.4,387117.3,,72.3,99.8,43.0,74.1,1354990.4,812994.2,2709980.8,,,1.6528925619834711,98.75671528965256,99.75179863606375,61.8875705537383
213,Company_213,Technology,Europe,2016,52102.5,24.1,386167.0,-3.6,72.1,100.0,41.6,74.7,1302563.2,781537.9,2605126.5,23.232400000000002,0.36,4.132231404958677,98.80516027713982,99.76148698600291,62.58299887411614
213,Company_213,Technology,Europe,2017,49515.7,27.6,228599.4,-5.0,73.4,100.0,44.0,76.1,1237892.0,742735.2,2475783.9,26.22,0.5,7.43801652892562,98.86491924719328,99.77343801109998,63.97907641033634
213,Company_213,Technology,Europe,2018,48922.7,26.9,290998.1,-1.2,75.1,100.0,47.7,77.6,1223066.6,733840.0,2446133.3,26.577199999999998,0.12,73.55371900826447,98.87861855437532,99.77617767355261,84.32707494806493
213,Company_213,Technology,Europe,2019,49773.7,25.3,428490.6,1.7,74.7,100.0,47.7,76.5,1244342.8,746605.7,2488685.6,25.730099999999997,0.16999999999999998,47.107438016528924,98.8589584305698,99.77224591707609,76.26847227448786
213,Company_213,Technology,Europe,2020,52686.1,27.3,287049.0,5.9,76.1,100.0,49.9,78.2,1317153.5,790292.1,2634307.0,28.9107,0.5900000000000001,100.0,98.79167821246853,99.75879075995019,92.54009379448374
213,Company_213,Technology,Europe,2021,49599.2,26.2,218834.1,-5.9,76.3,100.0,50.5,78.2,1239979.0,743987.4,2479958.0,24.6542,0.5900000000000001,91.73553719008264,98.86299076943963,99.77305233171936,90.13786977725658
213,Company_213,Technology,Europe,2022,54033.4,21.8,214857.0,8.9,73.8,100.0,45.4,75.9,1350834.6,810500.7,2701669.1,23.7402,0.89,86.77685950413223,98.76055542757713,99.75256662229026,87.87568226121314
213,Company_213,Technology,Europe,2023,56646.8,21.9,335160.4,4.8,73.8,99.0,46.4,76.0,1435006.7,861004.0,2870013.3,22.9512,0.48,66.11570247933884,98.68277678726682,99.73701191905134,81.65866848506529
213,Company_213,Technology,Europe,2024,60698.8,30.6,351107.1,7.2,75.1,100.0,48.1,77.1,1517469.0,910481.4,3034938.0,32.803200000000004,0.72,3.3057851239669422,98.60657807568826,99.72177317150157,63.18740578662805
213,Company_213,Technology,Europe,2025,57751.7,33.0,523317.8,-4.9,75.9,98.9,51.0,78.0,1466976.2,880185.7,2933952.3,31.383,0.49000000000000005,,98.6532355943846,99.73110406971412,
224,Company_224,Manufacturing,Europe,2015,1359.3,8.1,2161.3,,39.8,5.2,66.5,47.9,474632.1,632842.8,7910535.3,,,1.6528925619834711,99.57020421959378,99.2712766939635,52.2041639513065
224,Company_224,Manufacturing,Europe,2016,1458.8,12.4,2011.7,7.3,40.3,6.4,67.7,46.8,505408.9,673878.5,8423481.2,13.3052,0.73,4.132231404958677,99.5417651328049,99.22388140946828,53.08279872994224
224,Company_224,Manufacturing,Europe,2017,1382.0,11.2,1343.8,-5.3,40.6,7.3,69.9,44.5,476488.5,635318.1,7941475.7,10.606399999999999,0.53,7.43801652892562,99.56848882615733,99.26841785629583,54.17878629516832
224,Company_224,Manufacturing,Europe,2018,1634.0,14.1,4145.0,18.2,40.4,6.2,69.6,45.4,566806.5,755742.0,9446774.7,16.6662,1.8199999999999998,73.55371900826447,99.48503110993607,99.12933091875453,73.90898810821746
224,Company_224,Manufacturing,Europe,2019,1611.4,15.5,4856.2,-1.4,42.9,8.7,72.5,47.6,550720.2,734293.5,9178669.2,15.283,0.13999999999999999,47.107438016528924,99.49989554294444,99.15410338783408,66.73303119111439
224,Company_224,Manufacturing,Europe,2020,1601.9,14.0,2705.5,-0.6,45.1,10.7,75.4,49.1,540518.6,720691.5,9008643.4,13.916,0.06,100.0,99.50932226007507,99.16981346790787,83.2658271455966
224,Company_224,Manufacturing,Europe,2021,1663.5,14.8,3060.3,3.9,46.2,12.0,77.7,48.8,556882.5,742509.9,9281374.3,15.3772,0.39,91.73553719008264,99.49420131272821,99.1446136201342,81.10842414359728
224,Company_224,Manufacturing,Europe,2022,1831.1,14.8,3453.3,10.1,48.0,12.7,81.9,49.4,610223.8,813631.7,10170396.0,16.294800000000002,1.01,86.77685950413223,99.4449116575291,99.06246960378876,80.13453410350324
224,Company_224,Manufacturing,Europe,2023,2241.7,15.7,4267.8,22.4,47.8,13.3,80.8,49.4,744382.1,992509.5,12406368.6,19.2168,2.2399999999999998,66.11570247933884,99.32094361870931,98.85586973136459,73.81007341381643
224,Company_224,Manufacturing,Europe,2024,2271.4,17.1,4512.4,1.3,48.5,15.1,80.2,50.3,745713.9,994285.1,12428564.2,17.3223,0.13,3.3057851239669422,99.31971297823382,98.85381889758943,55.17644191235473
224,Company_224,Manufacturing,Europe,2025,2588.3,16.9,7758.6,13.9,50.2,20.3,80.6,49.8,821696.0,1095594.7,13694933.2,19.2491,1.3900000000000001,,99.24950225014312,98.73680866506605,
225,Company_225,Retail,Europe,2015,685.6,7.8,900.1,,81.7,75.6,78.1,91.2,45974.7,22987.4,91949.4,,,1.6528925619834711,99.96630209205934,99.99370005884617,64.99786819877615
225,Company_225,Retail,Europe,2016,699.2,6.7,1127.9,2.0,82.8,77.4,81.2,89.8,46034.2,23017.1,92068.4,6.8340000000000005,0.2,4.132231404958677,99.96624711150048,99.99368906345883,66.07165665647946
225,Company_225,Retail,Europe,2017,710.4,6.9,1108.7,1.6,83.0,77.6,84.1,87.3,46666.5,23333.2,93333.0,7.010400000000001,0.16,7.43801652892562,99.96566283910774,99.99357221667876,67.12325196983498
225,Company_225,Retail,Europe,2018,809.4,5.2,954.5,13.9,83.4,80.8,82.9,86.6,51347.0,25673.5,102693.9,5.9228000000000005,1.3900000000000001,73.55371900826447,99.96133785581787,99.99270728624724,87.07692473089236
225,Company_225,Retail,Europe,2019,826.2,5.3,932.9,2.1,84.1,83.4,81.4,87.5,50906.4,25453.2,101812.8,5.411299999999999,0.21000000000000002,47.107438016528924,99.96174498916635,99.99278869831267,79.35313814245448
225,Company_225,Retail,Europe,2020,915.9,4.4,850.7,10.9,84.9,87.2,79.0,88.4,54024.3,27012.1,108048.5,4.8796,1.09,100.0,99.95886391547776,99.99221253077623,95.4602152892508
225,Company_225,Retail,Europe,2021,936.2,8.0,1403.0,2.2,86.7,89.3,79.6,91.3,53840.0,26920.0,107680.0,8.176,0.22000000000000003,91.73553719008264,99.95903421660377,99.9922465795177,93.5209173162491
225,Company_225,Retail,Europe,2022,1045.5,7.1,1263.3,11.7,84.6,86.6,78.5,88.9,62116.8,31058.4,124233.6,7.9307,1.17,86.77685950413223,99.95138609745122,99.99071705645996,91.40147848202191
225,Company_225,Retail,Europe,2023,1248.1,9.8,2392.6,19.4,83.0,84.9,76.8,87.4,75633.9,37816.9,151267.8,11.7012,1.94,66.11570247933884,99.93889571573402,99.98821914469168,84.72013371588679
225,Company_225,Retail,Europe,2024,1402.8,9.7,1403.9,12.4,83.3,85.7,78.8,85.5,84213.9,42106.9,168427.7,10.902800000000001,1.24,3.3057851239669422,99.93096742674203,99.98663360059744,65.96525574265797
225,Company_225,Retail,Europe,2025,1543.7,8.7,3180.4,10.0,84.1,85.3,81.3,85.5,93023.3,46511.7,186046.7,9.57,1.0,,99.92282716228445,99.98500563648363,
230,Company_230,Transportation,Europe,2015,275.4,3.9,201.5,,66.5,41.3,67.9,90.4,150541.1,25090.2,501803.7,,,1.6528925619834711,99.86967824147054,99.95583025396016,60.410969467681184
230,Company_230,Transportation,Europe,2016,277.6,4.4,194.3,0.8,65.7,40.1,69.3,87.8,153123.1,25520.5,510410.2,4.4352,0.08,4.132231404958677,99.8672923624289,99.95503502874048,60.91413489972149
230,Company_230,Transportation,Europe,2017,310.3,6.4,235.2,11.8,66.9,39.3,71.4,90.2,172224.0,28704.0,574080.1,7.155200000000001,1.1800000000000002,7.43801652892562,99.84964230937446,99.94915204376237,62.261163829305055
230,Company_230,Transportation,Europe,2018,320.8,6.3,224.7,3.4,67.4,39.7,72.8,89.9,177505.3,29584.2,591684.4,6.5142,0.33999999999999997,73.55371900826447,99.84476216104655,99.9475254379023,82.24457322226911
230,Company_230,Transportation,Europe,2019,321.1,7.1,317.7,0.1,66.9,38.4,73.1,89.3,179392.1,29898.7,597973.6,7.107099999999999,0.01,47.107438016528924,99.84301867670273,99.94694432706147,74.16022400571153
230,Company_230,Transportation,Europe,2020,361.1,5.3,227.4,12.5,67.7,40.6,72.1,90.4,198420.6,33070.1,661402.0,5.9624999999999995,1.25,100.0,99.82543552436192,99.94108365625179,90.26330383612274
230,Company_230,Transportation,Europe,2021,397.0,10.7,447.2,9.9,70.4,44.1,75.6,91.5,212264.3,35377.4,707547.6,11.7593,0.99,91.73553719008264,99.81264335019894,99.93681988527672,88.59055380411993
230,Company_230,Transportation,Europe,2022,421.7,4.2,272.8,6.2,73.2,50.6,74.5,94.6,214050.9,35675.2,713503.0,4.460400000000001,0.62,86.77685950413223,99.8109924549643,99.93626961695938,87.9425102656244
230,Company_230,Transportation,Europe,2023,515.7,4.5,465.6,22.3,74.1,48.8,75.9,97.6,265665.9,44277.6,885552.9,5.503500000000001,2.23,66.11570247933884,99.76329797520657,99.92037251366276,82.00144484157552
230,Company_230,Transportation,Europe,2024,550.8,5.4,553.9,6.8,73.7,50.6,76.6,93.9,279611.3,46601.9,932037.6,5.767200000000001,0.6799999999999999,3.3057851239669422,99.75041182586986,99.91607741045368,63.03503338445479
230,Company_230,Transportation,Europe,2025,549.4,7.5,515.3,-0.3,75.3,52.6,78.3,95.1,274250.4,45708.4,914168.0,7.4775,0.03,,99.75536552802104,99.91772852955964,
231,Company_231,Technology,Europe,2015,3950.4,18.6,12680.5,,61.8,64.8,94.0,26.5,147439.7,88463.8,294879.3,,,1.6528925619834711,99.87254406844953,99.97494969873397,59.00536652203174
231,Company_231,Technology,Europe,2016,4242.8,15.9,10341.4,7.4,64.4,66.2,97.4,29.6,156323.6,93794.2,312647.2,17.076600000000003,0.74,4.132231404958677,99.86433496278799,99.97330797652624,60.52719800935046
231,Company_231,Technology,Europe,2017,4053.4,16.7,18333.7,-4.5,66.1,67.4,96.7,34.1,147518.3,88511.0,295036.6,15.9485,0.45,7.43801652892562,99.87247143866925,99.97493516449507,62.03088627931055
231,Company_231,Technology,Europe,2018,4419.0,17.7,12923.4,9.0,68.1,69.7,100.0,34.5,157270.1,94362.1,314540.3,19.293,0.9,73.55371900826447,99.86346035608277,99.97313305746933,82.46343438518976
231,Company_231,Technology,Europe,2019,4335.4,13.7,17184.9,-1.9,68.1,71.4,100.0,32.8,151751.4,91050.8,303502.8,13.439699999999998,0.19,47.107438016528924,99.8685598722203,99.97415290274466,74.53077395995167
231,Company_231,Technology,Europe,2020,4108.7,11.4,8825.1,-5.2,69.3,72.3,100.0,35.6,142527.0,85516.2,285054.1,10.8072,0.52,100.0,99.8770836145254,99.97585752965574,90.76058822883624
231,Company_231,Technology,Europe,2021,3958.1,12.6,15743.8,-3.7,70.5,73.5,100.0,38.0,135725.5,81435.3,271450.9,12.133799999999999,0.37,91.73553719008264,99.88336849303111,99.97711444102602,88.64275774383623
231,Company_231,Technology,Europe,2022,4374.3,11.8,8460.3,10.5,70.9,73.4,99.9,39.4,150066.0,90039.6,300132.0,13.039,1.05,86.77685950413223,99.87011725430271,99.97446435864084,87.27197417382838
231,Company_231,Technology,Europe,2023,4584.0,12.8,11608.4,4.8,70.2,71.4,100.0,39.1,160530.2,96318.1,321060.5,13.4144,0.48,66.11570247933884,99.86044788347871,99.97253060264131,80.86130644102566
231,Company_231,Technology,Europe,2024,4848.4,15.7,14785.7,5.8,71.7,75.1,100.0,39.9,163499.1,98099.5,326998.2,16.6106,0.58,3.3057851239669422,99.85770449219802,99.97198196977234,62.46767282958416
231,Company_231,Technology,Europe,2025,4959.3,15.7,26805.3,2.3,71.1,74.8,100.0,38.5,167771.8,100663.1,335543.7,16.061099999999996,0.22999999999999998,,99.85375633364603,99.97119238084366,
244,Company_244,Energy,Europe,2015,12385.9,8.5,15641.2,,60.1,36.3,80.7,63.4,11718646.7,3515594.0,117186466.8,,,1.6528925619834711,89.18025116843552,89.17437590594247,54.19679318347064
244,Company_244,Energy,Europe,2016,12318.0,21.1,21310.0,-0.5,60.2,34.9,79.8,65.8,11775369.3,3532610.8,117753693.3,20.994500000000002,0.05,4.132231404958677,89.12783704662002,89.1219651910099,54.949629869013584
244,Company_244,Energy,Europe,2017,13684.7,9.4,25651.6,11.1,59.8,36.1,78.5,64.8,12961953.6,3888586.1,129619536.1,10.4434,1.1099999999999999,7.43801652892562,88.03138212310529,88.02558252125566,55.38279788754987
244,Company_244,Energy,Europe,2018,13578.4,2.4,3015.9,-0.8,61.1,38.9,79.9,64.4,12598693.9,3779608.2,125986938.9,2.3808,0.08,73.55371900826447,88.36704970827348,88.36122801086874,75.74177124630778
244,Company_244,Energy,Europe,2019,13345.8,-2.4,18400.3,-1.7,60.0,39.0,79.4,61.7,12370878.9,3711263.7,123708788.6,-2.3592,0.16999999999999998,47.107438016528924,88.57756056569886,88.57172502739886,67.56208852357821
244,Company_244,Energy,Europe,2020,13150.5,-8.4,34473.1,-1.5,60.4,40.3,80.1,60.8,12071955.8,3621586.7,120719558.1,-8.274000000000001,0.15,100.0,88.85377836560342,88.84792458366644,83.66034058985397
244,Company_244,Energy,Europe,2021,12323.0,-9.9,16345.1,-6.3,63.3,43.5,79.5,66.9,11036888.7,3311066.6,110368886.9,-9.2763,0.63,91.73553719008264,89.81022488016048,89.80430810528233,82.43356775411334
244,Company_244,Energy,Europe,2022,12836.3,-11.2,21596.3,4.2,62.6,43.5,78.9,65.5,11495054.0,3448516.2,114950539.9,-11.670399999999999,0.42000000000000004,86.77685950413223,89.38686043907641,89.38097155576831,80.56662425020862
244,Company_244,Energy,Europe,2023,12778.6,-12.7,63230.8,-0.4,63.8,41.7,82.1,67.5,11605061.5,3481518.4,116050614.8,-12.649199999999999,0.04,66.11570247933884,89.28520877808737,89.2793266009075,74.68761781960063
244,Company_244,Energy,Europe,2024,14282.0,-10.9,47892.4,11.8,63.9,44.8,81.8,65.2,12661144.3,3798343.3,126611442.7,-12.186200000000001,1.1800000000000002,3.3057851239669422,88.30934285292787,88.30352497577411,55.484309102930474
244,Company_244,Energy,Europe,2025,13969.7,-20.0,44693.5,-2.2,65.0,45.7,83.7,65.6,12290270.1,3687081.0,122902700.8,-19.56,0.22000000000000003,,88.6520465635657,88.64620609959209,
268,Company_268,Technology,Europe,2015,1872.7,17.9,5211.4,,72.2,70.8,90.4,55.4,65929.3,39557.6,131858.5,,,1.6528925619834711,99.94786318349063,99.99001252932611,62.143442911158395
268,Company_268,Technology,Europe,2016,2057.0,16.6,8902.3,9.8,72.9,71.2,92.4,55.0,72143.6,43286.2,144287.2,18.226800000000004,0.9800000000000001,4.132231404958677,99.94212090303807,99.98886413965693,63.095866430026604
268,Company_268,Technology,Europe,2017,2401.2,16.1,9814.1,16.7,71.8,68.9,91.8,54.6,86196.4,51717.8,172392.7,18.788700000000002,1.67,7.43801652892562,99.92913551148251,99.98626724168314,63.75448550931082
268,Company_268,Technology,Europe,2018,2850.9,15.1,15023.8,18.7,73.2,73.3,90.6,55.6,97903.2,58741.9,195806.4,17.9237,1.8699999999999999,73.55371900826447,99.91831792481918,99.9841038576448,84.00660005897214
268,Company_268,Technology,Europe,2019,3173.6,14.7,9693.8,11.3,73.2,76.2,90.3,53.1,105812.3,63487.4,211624.7,16.3611,1.1300000000000001,47.107438016528924,99.91100957627997,99.98264227499305,76.07096177521329
268,Company_268,Technology,Europe,2020,3710.0,13.1,9310.6,16.9,73.9,74.9,92.8,54.0,125396.6,75238.0,250793.3,15.3139,1.69,100.0,99.89291284083639,99.97902316634966,92.14438720143721
268,Company_268,Technology,Europe,2021,4380.3,10.0,7000.5,18.1,74.7,74.7,95.0,54.5,148329.3,88997.6,296658.7,11.81,1.81,91.73553719008264,99.87172203979134,99.97478528535385,89.89996262205383
268,Company_268,Technology,Europe,2022,5560.7,8.7,10309.0,26.9,75.5,76.4,95.6,54.6,184963.4,110978.0,369926.8,11.040299999999998,2.69,86.77685950413223,99.83787055590307,99.9680154438483,88.64423505118994
268,Company_268,Technology,Europe,2023,6836.3,11.0,24743.3,22.9,76.6,77.4,97.6,54.9,225070.0,135042.0,450139.9,13.519000000000002,2.29,66.11570247933884,99.80081033267625,99.96060389675388,82.76699358968767
268,Company_268,Technology,Europe,2024,7484.0,16.1,42029.7,9.5,78.3,80.1,97.7,56.9,239179.9,143507.9,478359.7,17.6295,0.95,3.3057851239669422,99.78777217826506,99.95799643766433,64.43088926037596
268,Company_268,Technology,Europe,2025,8550.5,15.3,24232.7,14.2,80.6,82.9,97.5,61.3,265078.4,159047.1,530156.9,17.4726,1.42,,99.76384085047263,99.95321046894901,
271,Company_271,Healthcare,Europe,2015,3189.8,21.6,15087.6,,54.3,57.9,53.2,51.8,253502.6,253502.6,507005.2,,,1.6528925619834711,99.77453738750216,99.95534964465554,56.731845175026585
271,Company_271,Healthcare,Europe,2016,3467.1,26.3,12665.0,8.7,56.3,57.4,54.9,56.6,276715.8,276715.8,553431.6,28.5881,0.8699999999999999,4.132231404958677,99.75308739239391,99.95105992826228,58.07049888561884
271,Company_271,Healthcare,Europe,2017,4195.5,28.6,15138.1,21.0,56.8,60.5,53.6,56.2,325673.3,325673.3,651346.6,34.606,2.1,7.43801652892562,99.70784855692476,99.9420127572422,59.20137722151108
271,Company_271,Healthcare,Europe,2018,4284.0,29.8,14222.1,2.1,57.0,61.9,52.5,56.7,328449.3,328449.3,656898.6,30.4258,0.21000000000000002,73.55371900826447,99.70528341353995,99.94149976236395,79.09547233766011
271,Company_271,Healthcare,Europe,2019,4330.0,28.8,24594.6,1.1,57.4,61.3,54.6,56.4,333788.5,333788.5,667577.1,29.116799999999998,0.11000000000000001,47.107438016528924,99.70034976312199,99.94051308804706,71.28040397519248
271,Company_271,Healthcare,Europe,2020,5290.2,29.3,24295.8,22.2,56.8,58.7,56.6,55.3,417533.0,417533.0,835066.1,35.8046,2.2199999999999998,100.0,99.62296624360107,99.92503740375986,86.94960072947218
271,Company_271,Healthcare,Europe,2021,6008.9,30.7,29025.6,13.6,58.3,60.3,56.4,58.1,467292.7,467292.7,934585.3,34.8752,1.3599999999999999,91.73553719008264,99.57698614083246,99.91584200752656,84.90922678669659
